Local time,Open,High,Low,Close,Volume
14.05.2013 01:30:00.000 GMT+0430,1430.294,1445.421,1421.052,1425.201,64553300.357200004
15.05.2013 01:30:00.000 GMT+0430,1425.202,1430.748,1388.670,1392.806,68207220.2967
16.05.2013 01:30:00.000 GMT+0430,1392.792,1398.281,1369.630,1385.618,77808539.0136
17.05.2013 01:30:00.000 GMT+0430,1385.612,1392.860,1355.148,1358.293,88368300.42940001
18.05.2013 01:30:00.000 GMT+0430,1358.293,1358.293,1358.293,1358.293,0
19.05.2013 01:30:00.000 GMT+0430,1358.293,1358.293,1358.293,1358.293,0
20.05.2013 01:30:00.000 GMT+0430,1364.594,1399.046,1337.948,1393.158,42337259.709599994
21.05.2013 01:30:00.000 GMT+0430,1393.852,1401.570,1359.648,1375.866,86368199.91479996
22.05.2013 01:30:00.000 GMT+0430,1373.895,1414.231,1354.478,1369.272,105485180.2587
23.05.2013 01:30:00.000 GMT+0430,1369.268,1398.252,1356.750,1390.306,109707120.20110002
24.05.2013 01:30:00.000 GMT+0430,1390.742,1398.210,1382.351,1386.052,63707439.467300005
25.05.2013 01:30:00.000 GMT+0430,1386.052,1386.052,1386.052,1386.052,0
26.05.2013 01:30:00.000 GMT+0430,1386.052,1386.052,1386.052,1386.052,0
27.05.2013 01:30:00.000 GMT+0430,1387.245,1396.574,1384.290,1394.184,13463719.9566
28.05.2013 01:30:00.000 GMT+0430,1393.724,1401.210,1373.670,1380.631,51344599.9176
29.05.2013 01:30:00.000 GMT+0430,1381.626,1395.262,1380.055,1392.680,61838919.52029999
30.05.2013 01:30:00.000 GMT+0430,1392.352,1417.952,1388.752,1413.444,69571779.5788
31.05.2013 01:30:00.000 GMT+0430,1413.294,1421.870,1384.738,1387.221,50129819.6827
01.06.2013 01:30:00.000 GMT+0430,1387.221,1387.221,1387.221,1387.221,0
02.06.2013 01:30:00.000 GMT+0430,1387.221,1387.221,1387.221,1387.221,0
03.06.2013 01:30:00.000 GMT+0430,1389.227,1416.731,1388.560,1410.612,26511059.9994
04.06.2013 01:30:00.000 GMT+0430,1410.602,1415.035,1388.950,1398.985,74259560.3275
05.06.2013 01:30:00.000 GMT+0430,1398.990,1410.524,1395.748,1402.775,66738599.9518
06.06.2013 01:30:00.000 GMT+0430,1402.796,1423.552,1391.740,1413.568,58227620.4036
07.06.2013 01:30:00.000 GMT+0430,1413.495,1417.896,1377.703,1381.965,33608599.6138
08.06.2013 01:30:00.000 GMT+0430,1381.965,1381.965,1381.965,1381.965,0
09.06.2013 01:30:00.000 GMT+0430,1381.965,1381.965,1381.965,1381.965,0
10.06.2013 01:30:00.000 GMT+0430,1382.943,1389.021,1375.873,1386.084,11503979.966199998
11.06.2013 01:30:00.000 GMT+0430,1386.050,1387.571,1365.241,1377.814,37205419.83409999
12.06.2013 01:30:00.000 GMT+0430,1377.808,1394.640,1373.879,1388.286,38463159.89949999
13.06.2013 01:30:00.000 GMT+0430,1387.793,1394.903,1374.474,1385.602,24832780.0109
14.06.2013 01:30:00.000 GMT+0430,1385.572,1392.290,1378.440,1389.607,35236240.3454
15.06.2013 01:30:00.000 GMT+0430,1389.607,1389.607,1389.607,1389.607,0
16.06.2013 01:30:00.000 GMT+0430,1389.607,1389.607,1389.607,1389.607,0
17.06.2013 01:30:00.000 GMT+0430,1390.733,1391.963,1380.599,1385.078,5943160.0198
18.06.2013 01:30:00.000 GMT+0430,1384.683,1386.086,1361.129,1367.187,23527300.019000005
19.06.2013 01:30:00.000 GMT+0430,1367.158,1376.553,1349.046,1350.896,30582000.172399994
20.06.2013 01:30:00.000 GMT+0430,1350.901,1351.252,1276.071,1284.302,35139220.218600005
21.06.2013 01:30:00.000 GMT+0430,1284.315,1302.424,1269.343,1295.432,68685659.9885
22.06.2013 01:30:00.000 GMT+0430,1295.432,1295.432,1295.432,1295.432,0
23.06.2013 01:30:00.000 GMT+0430,1295.432,1295.432,1295.432,1295.432,0
24.06.2013 01:30:00.000 GMT+0430,1297.013,1301.539,1276.100,1281.899,42726640.001
25.06.2013 01:30:00.000 GMT+0430,1281.900,1289.470,1271.720,1277.159,46186279.9781
26.06.2013 01:30:00.000 GMT+0430,1277.113,1277.971,1221.785,1225.990,50574700.32600001
27.06.2013 01:30:00.000 GMT+0430,1226.001,1244.690,1196.730,1200.127,61473099.868099995
28.06.2013 01:30:00.000 GMT+0430,1200.295,1235.043,1180.274,1233.266,71825260.17700002
29.06.2013 01:30:00.000 GMT+0430,1233.266,1233.266,1233.266,1233.266,0
30.06.2013 01:30:00.000 GMT+0430,1233.266,1233.266,1233.266,1233.266,0
01.07.2013 01:30:00.000 GMT+0430,1234.290,1261.630,1225.069,1251.964,52094499.7967
02.07.2013 01:30:00.000 GMT+0430,1251.968,1267.369,1239.580,1242.887,50868639.3678
03.07.2013 01:30:00.000 GMT+0430,1242.851,1259.940,1236.753,1251.904,38425620.11919999
04.07.2013 01:30:00.000 GMT+0430,1251.898,1257.358,1244.530,1248.283,20495839.830000002
05.07.2013 01:30:00.000 GMT+0430,1248.113,1248.580,1208.133,1222.328,38156940.248900004
06.07.2013 01:30:00.000 GMT+0430,1222.328,1222.328,1222.328,1222.328,0
07.07.2013 01:30:00.000 GMT+0430,1222.328,1222.328,1222.328,1222.328,0
08.07.2013 01:30:00.000 GMT+0430,1222.243,1238.533,1215.383,1236.285,10889959.9762
09.07.2013 01:30:00.000 GMT+0430,1236.523,1260.222,1233.413,1250.581,44945580.1472
10.07.2013 01:30:00.000 GMT+0430,1250.523,1265.743,1243.820,1258.683,36052520.319900006
11.07.2013 01:30:00.000 GMT+0430,1258.723,1298.658,1258.723,1285.527,45048080.227
12.07.2013 01:30:00.000 GMT+0430,1285.507,1288.550,1267.740,1284.262,41666460.28189999
13.07.2013 01:30:00.000 GMT+0430,1284.262,1284.262,1284.262,1284.262,0
14.07.2013 01:30:00.000 GMT+0430,1284.262,1284.262,1284.262,1284.262,0
15.07.2013 01:30:00.000 GMT+0430,1284.703,1294.678,1273.803,1284.186,16530139.9531
16.07.2013 01:30:00.000 GMT+0430,1282.573,1295.745,1277.096,1291.534,29977580.174799997
17.07.2013 01:30:00.000 GMT+0430,1291.423,1300.338,1270.188,1275.459,19419940.1438
18.07.2013 01:30:00.000 GMT+0430,1275.449,1288.528,1273.960,1283.700,23078840.187300004
19.07.2013 01:30:00.000 GMT+0430,1283.725,1297.771,1282.303,1294.953,42951219.86729999
20.07.2013 01:30:00.000 GMT+0430,1294.953,1294.953,1294.953,1294.953,0
21.07.2013 01:30:00.000 GMT+0430,1294.953,1294.953,1294.953,1294.953,0
22.07.2013 01:30:00.000 GMT+0430,1296.943,1339.348,1295.952,1335.250,33438180.059100002
23.07.2013 01:30:00.000 GMT+0430,1334.713,1346.634,1326.453,1344.667,32655720.316099998
24.07.2013 01:30:00.000 GMT+0430,1344.646,1347.463,1313.063,1321.575,14352059.9561
25.07.2013 01:30:00.000 GMT+0430,1321.592,1337.705,1308.823,1333.161,26647220.443099994
26.07.2013 01:30:00.000 GMT+0430,1333.138,1340.463,1312.073,1332.600,31578779.961200003
27.07.2013 01:30:00.000 GMT+0430,1332.600,1332.600,1332.600,1332.600,0
28.07.2013 01:30:00.000 GMT+0430,1332.600,1332.600,1332.600,1332.600,0
29.07.2013 01:30:00.000 GMT+0430,1333.023,1338.260,1322.800,1327.436,18488339.796600003
30.07.2013 01:30:00.000 GMT+0430,1326.943,1330.055,1317.000,1325.596,25512940.109199993
31.07.2013 01:30:00.000 GMT+0430,1326.903,1338.828,1305.433,1324.246,38175560.0272
01.08.2013 01:30:00.000 GMT+0430,1323.423,1330.910,1307.503,1309.354,36916259.94459999
02.08.2013 01:30:00.000 GMT+0430,1309.325,1318.228,1282.823,1310.993,13408660.0457
03.08.2013 01:30:00.000 GMT+0430,1310.993,1310.993,1310.993,1310.993,0
04.08.2013 01:30:00.000 GMT+0430,1310.993,1310.993,1310.993,1310.993,0
05.08.2013 01:30:00.000 GMT+0430,1312.393,1320.488,1297.263,1302.349,21714959.889700003
06.08.2013 01:30:00.000 GMT+0430,1302.341,1306.815,1278.994,1282.518,30489339.738499995
07.08.2013 01:30:00.000 GMT+0430,1282.193,1289.290,1272.730,1286.917,27417699.9778
08.08.2013 01:30:00.000 GMT+0430,1286.960,1314.265,1282.636,1312.755,40992179.6861
09.08.2013 01:30:00.000 GMT+0430,1311.933,1317.179,1304.940,1314.153,25672880.3069
10.08.2013 01:30:00.000 GMT+0430,1314.153,1314.153,1314.153,1314.153,0
11.08.2013 01:30:00.000 GMT+0430,1314.153,1314.153,1314.153,1314.153,0
12.08.2013 01:30:00.000 GMT+0430,1315.033,1343.870,1314.573,1337.650,30279479.682599995
13.08.2013 01:30:00.000 GMT+0430,1337.760,1341.320,1318.510,1321.182,22116059.746099994
14.08.2013 01:30:00.000 GMT+0430,1320.673,1336.250,1315.853,1335.615,20355800.1892
15.08.2013 01:30:00.000 GMT+0430,1335.723,1370.054,1318.863,1365.677,33877420.023
16.08.2013 01:30:00.000 GMT+0430,1365.704,1379.499,1357.783,1376.079,40824439.804400004
17.08.2013 01:30:00.000 GMT+0430,1376.079,1376.079,1376.079,1376.079,0
18.08.2013 01:30:00.000 GMT+0430,1376.079,1376.079,1376.079,1376.079,0
19.08.2013 01:30:00.000 GMT+0430,1378.483,1384.372,1362.399,1365.601,16565700.0097
20.08.2013 01:30:00.000 GMT+0430,1364.763,1377.507,1352.240,1370.800,23075820.196299996
21.08.2013 01:30:00.000 GMT+0430,1370.893,1378.988,1359.764,1366.250,21091620.0504
22.08.2013 01:30:00.000 GMT+0430,1366.090,1381.710,1355.031,1375.620,26649000.0251
23.08.2013 01:30:00.000 GMT+0430,1375.669,1400.017,1368.473,1396.957,24732559.9
24.08.2013 01:30:00.000 GMT+0430,1396.957,1396.957,1396.957,1396.957,0
25.08.2013 01:30:00.000 GMT+0430,1396.957,1396.957,1396.957,1396.957,0
26.08.2013 01:30:00.000 GMT+0430,1398.603,1406.623,1389.227,1404.173,8913000.0025
27.08.2013 01:30:00.000 GMT+0430,1404.196,1423.740,1395.758,1414.740,12046460.020399999
28.08.2013 01:30:00.000 GMT+0430,1415.673,1433.695,1413.344,1417.099,13603440.2026
29.08.2013 01:30:00.000 GMT+0430,1417.102,1418.212,1402.471,1407.253,27287880.218300004
30.08.2013 01:30:00.000 GMT+0430,1407.253,1411.171,1392.192,1394.518,23637959.8442
31.08.2013 01:30:00.000 GMT+0430,1394.518,1394.518,1394.518,1394.518,0
01.09.2013 01:30:00.000 GMT+0430,1394.518,1394.518,1394.518,1394.518,0
02.09.2013 01:30:00.000 GMT+0430,1393.193,1398.280,1373.622,1390.472,12922340.0814
03.09.2013 01:30:00.000 GMT+0430,1391.445,1416.295,1384.462,1411.829,36048500.128
04.09.2013 01:30:00.000 GMT+0430,1411.342,1414.947,1384.653,1390.968,24341119.892899998
05.09.2013 01:30:00.000 GMT+0430,1391.042,1399.817,1364.870,1367.092,32888960.436100002
06.09.2013 01:30:00.000 GMT+0430,1366.342,1393.342,1362.203,1391.478,26634680.136800002
07.09.2013 01:30:00.000 GMT+0430,1391.478,1391.478,1391.478,1391.478,0
08.09.2013 01:30:00.000 GMT+0430,1391.478,1391.478,1391.478,1391.478,0
09.09.2013 01:30:00.000 GMT+0430,1391.073,1394.317,1382.002,1386.288,25456660.2261
10.09.2013 01:30:00.000 GMT+0430,1386.292,1391.182,1357.753,1363.153,24445859.9347
11.09.2013 01:30:00.000 GMT+0430,1363.602,1368.537,1356.518,1364.265,11784599.944899999
12.09.2013 01:30:00.000 GMT+0430,1364.217,1366.040,1320.542,1320.854,21515679.902100004
13.09.2013 01:30:00.000 GMT+0430,1320.883,1330.845,1304.880,1326.145,33529280.1262
14.09.2013 01:30:00.000 GMT+0430,1326.145,1326.145,1326.145,1326.145,0
15.09.2013 01:30:00.000 GMT+0430,1326.145,1326.145,1326.145,1326.145,0
16.09.2013 01:30:00.000 GMT+0430,1335.043,1335.043,1302.863,1312.129,31658719.9867
17.09.2013 01:30:00.000 GMT+0430,1311.963,1323.840,1306.113,1309.825,35540199.786400005
18.09.2013 01:30:00.000 GMT+0430,1309.810,1367.537,1291.662,1362.667,43311839.755
19.09.2013 01:30:00.000 GMT+0430,1362.630,1375.217,1358.542,1365.755,28896480.004700005
20.09.2013 01:30:00.000 GMT+0430,1365.242,1368.142,1324.548,1324.686,28145200.058799997
21.09.2013 01:30:00.000 GMT+0430,1324.686,1324.686,1324.686,1324.686,0
22.09.2013 00:30:00.000 GMT+0330,1324.686,1324.686,1324.686,1324.686,0
23.09.2013 00:30:00.000 GMT+0330,1326.313,1331.827,1313.363,1321.915,34831049.8595
24.09.2013 00:30:00.000 GMT+0330,1321.922,1329.282,1305.812,1322.841,39963119.8154
25.09.2013 00:30:00.000 GMT+0330,1322.831,1338.008,1316.609,1333.927,38971499.7219
26.09.2013 00:30:00.000 GMT+0330,1333.929,1339.242,1318.822,1323.503,34179480.0671
27.09.2013 00:30:00.000 GMT+0330,1323.497,1344.034,1319.563,1335.183,38133179.85400001
28.09.2013 00:30:00.000 GMT+0330,1335.183,1335.183,1335.183,1335.183,0
29.09.2013 00:30:00.000 GMT+0330,1335.183,1335.183,1335.183,1335.183,0
30.09.2013 00:30:00.000 GMT+0330,1341.363,1352.263,1322.772,1328.587,27371159.941000003
01.10.2013 00:30:00.000 GMT+0330,1327.483,1337.514,1282.352,1286.842,30961679.816199996
02.10.2013 00:30:00.000 GMT+0330,1286.827,1323.821,1277.842,1315.714,34543480.1386
03.10.2013 00:30:00.000 GMT+0330,1315.608,1322.242,1302.022,1316.418,34730280.390700005
04.10.2013 00:30:00.000 GMT+0330,1316.451,1325.442,1305.642,1309.318,26014259.870700005
05.10.2013 00:30:00.000 GMT+0330,1309.318,1309.318,1309.318,1309.318,0
06.10.2013 00:30:00.000 GMT+0330,1309.318,1309.318,1309.318,1309.318,0
07.10.2013 00:30:00.000 GMT+0330,1311.723,1328.883,1308.532,1322.826,36785779.833699994
08.10.2013 00:30:00.000 GMT+0330,1322.642,1330.038,1315.657,1318.873,43526420.10140001
09.10.2013 00:30:00.000 GMT+0330,1318.765,1322.018,1294.720,1305.149,47945480.63620001
10.10.2013 00:30:00.000 GMT+0330,1306.842,1311.642,1282.012,1286.948,43876820.296000004
11.10.2013 00:30:00.000 GMT+0330,1286.857,1294.437,1261.473,1270.992,53955720.0837
12.10.2013 00:30:00.000 GMT+0330,1270.992,1270.992,1270.992,1270.992,0
13.10.2013 00:30:00.000 GMT+0330,1270.992,1270.992,1270.992,1270.992,0
14.10.2013 00:30:00.000 GMT+0330,1276.603,1289.923,1268.453,1276.132,39385039.6205
15.10.2013 00:30:00.000 GMT+0330,1273.042,1288.037,1251.662,1281.694,53704380.5567
16.10.2013 00:30:00.000 GMT+0330,1281.843,1287.838,1269.242,1282.033,53757859.5984
17.10.2013 00:30:00.000 GMT+0330,1281.742,1324.342,1274.482,1320.036,57357019.663
18.10.2013 00:30:00.000 GMT+0330,1320.049,1326.911,1311.702,1315.218,33106859.903300002
19.10.2013 00:30:00.000 GMT+0330,1315.218,1315.218,1315.218,1315.218,0
20.10.2013 00:30:00.000 GMT+0330,1315.218,1315.218,1315.218,1315.218,0
21.10.2013 00:30:00.000 GMT+0330,1316.046,1324.017,1313.151,1315.675,23567379.8768
22.10.2013 00:30:00.000 GMT+0330,1315.451,1344.663,1310.132,1339.817,28491740.214999996
23.10.2013 00:30:00.000 GMT+0330,1339.812,1342.187,1329.142,1332.943,30939600.240000002
24.10.2013 00:30:00.000 GMT+0330,1331.703,1351.937,1330.281,1346.316,31809119.9847
25.10.2013 00:30:00.000 GMT+0330,1346.321,1355.747,1336.602,1349.885,30105479.671399996
26.10.2013 00:30:00.000 GMT+0330,1349.885,1349.885,1349.885,1349.885,0
27.10.2013 00:30:00.000 GMT+0330,1349.885,1349.885,1349.885,1349.885,0
28.10.2013 00:30:00.000 GMT+0330,1353.483,1361.737,1346.372,1352.222,26695220.157500006
29.10.2013 00:30:00.000 GMT+0330,1352.241,1360.408,1339.942,1344.781,30232520.1841
30.10.2013 00:30:00.000 GMT+0330,1344.242,1359.493,1334.752,1344.156,32440880.268999998
31.10.2013 00:30:00.000 GMT+0330,1344.230,1344.230,1319.070,1322.780,34450359.9617
01.11.2013 00:30:00.000 GMT+0330,1322.799,1327.372,1306.074,1314.973,33701119.955000006
02.11.2013 00:30:00.000 GMT+0330,1314.973,1314.973,1314.973,1314.973,0
03.11.2013 00:30:00.000 GMT+0330,1314.973,1314.973,1314.973,1314.973,0
04.11.2013 01:30:00.000 GMT+0330,1313.723,1322.497,1311.132,1314.433,23743419.721699998
05.11.2013 01:30:00.000 GMT+0330,1314.380,1319.820,1305.842,1311.473,29063380.0806
06.11.2013 01:30:00.000 GMT+0330,1311.473,1322.007,1309.117,1317.573,26685139.891299997
07.11.2013 01:30:00.000 GMT+0330,1317.464,1326.077,1296.703,1307.363,30771919.946099997
08.11.2013 01:30:00.000 GMT+0330,1307.219,1313.658,1281.000,1288.393,27973580.14759999
09.11.2013 01:30:00.000 GMT+0330,1288.393,1288.393,1288.393,1288.393,0
10.11.2013 01:30:00.000 GMT+0330,1288.393,1288.393,1288.393,1288.393,0
11.11.2013 01:30:00.000 GMT+0330,1287.683,1288.733,1279.084,1282.633,19860860.0796
12.11.2013 01:30:00.000 GMT+0330,1282.479,1285.323,1261.372,1267.793,29477919.5806
13.11.2013 01:30:00.000 GMT+0330,1267.793,1284.138,1265.804,1281.508,30203979.797500003
14.11.2013 01:30:00.000 GMT+0330,1281.483,1294.237,1278.102,1286.982,32663959.887399994
15.11.2013 01:30:00.000 GMT+0330,1286.982,1291.174,1280.412,1289.913,25612739.7883
16.11.2013 01:30:00.000 GMT+0330,1289.913,1289.913,1289.913,1289.913,0
17.11.2013 01:30:00.000 GMT+0330,1289.913,1289.913,1289.913,1289.913,0
18.11.2013 01:30:00.000 GMT+0330,1289.323,1289.573,1270.000,1275.153,26463259.980100002
19.11.2013 01:30:00.000 GMT+0330,1275.153,1278.842,1269.162,1275.383,31379120.2571
20.11.2013 01:30:00.000 GMT+0330,1275.147,1276.310,1241.042,1243.963,30158720.056700006
21.11.2013 01:30:00.000 GMT+0330,1242.642,1250.315,1236.732,1242.823,26924179.733000003
22.11.2013 01:30:00.000 GMT+0330,1242.823,1248.953,1241.115,1243.443,16440019.935800003
23.11.2013 01:30:00.000 GMT+0330,1243.443,1243.443,1243.443,1243.443,0
24.11.2013 01:30:00.000 GMT+0330,1243.443,1243.443,1243.443,1243.443,0
25.11.2013 01:30:00.000 GMT+0330,1242.323,1253.794,1224.864,1251.204,29730979.770299997
26.11.2013 01:30:00.000 GMT+0330,1251.213,1257.842,1239.600,1242.663,21775079.6857
27.11.2013 01:30:00.000 GMT+0330,1242.663,1254.657,1236.272,1237.663,18047780.0325
28.11.2013 01:30:00.000 GMT+0330,1237.563,1245.686,1234.242,1243.973,7463399.9869
29.11.2013 01:30:00.000 GMT+0330,1243.703,1254.748,1240.770,1251.022,16137799.9633
30.11.2013 01:30:00.000 GMT+0330,1251.022,1251.022,1251.022,1251.022,0
01.12.2013 01:30:00.000 GMT+0330,1251.022,1251.022,1251.022,1251.022,0
02.12.2013 01:30:00.000 GMT+0330,1250.803,1250.803,1217.842,1219.603,30267579.734399997
03.12.2013 01:30:00.000 GMT+0330,1219.603,1226.144,1215.203,1223.148,23603000.126599997
04.12.2013 01:30:00.000 GMT+0330,1223.038,1251.507,1211.734,1243.440,32196759.636899997
05.12.2013 01:30:00.000 GMT+0330,1243.440,1243.440,1216.972,1224.970,30324259.798299994
06.12.2013 01:30:00.000 GMT+0330,1224.970,1244.278,1211.670,1228.893,35508899.6694
07.12.2013 01:30:00.000 GMT+0330,1228.893,1228.893,1228.893,1228.893,0
08.12.2013 01:30:00.000 GMT+0330,1228.893,1228.893,1228.893,1228.893,0
09.12.2013 01:30:00.000 GMT+0330,1230.583,1243.057,1225.263,1240.113,19482220.0388
10.12.2013 01:30:00.000 GMT+0330,1239.643,1267.793,1237.992,1261.907,28910300.009
11.12.2013 01:30:00.000 GMT+0330,1261.943,1263.320,1251.042,1252.017,30437580.002899997
12.12.2013 01:30:00.000 GMT+0330,1252.031,1256.973,1223.752,1225.273,30150439.842299994
13.12.2013 01:30:00.000 GMT+0330,1225.175,1238.618,1220.539,1238.463,28393240.1942
14.12.2013 01:30:00.000 GMT+0330,1238.463,1238.463,1238.463,1238.463,0
15.12.2013 01:30:00.000 GMT+0330,1238.463,1238.463,1238.463,1238.463,0
16.12.2013 01:30:00.000 GMT+0330,1237.913,1251.965,1227.758,1241.108,43525000.5125
17.12.2013 01:30:00.000 GMT+0330,1241.178,1247.997,1227.380,1230.783,32739680.6201
18.12.2013 01:30:00.000 GMT+0330,1230.793,1244.533,1216.053,1218.128,27978179.949500002
19.12.2013 01:30:00.000 GMT+0330,1218.088,1226.481,1186.920,1188.373,34079679.880600005
20.12.2013 01:30:00.000 GMT+0330,1188.373,1207.518,1188.267,1202.913,32684479.7838
21.12.2013 01:30:00.000 GMT+0330,1202.913,1202.913,1202.913,1202.913,0
22.12.2013 01:30:00.000 GMT+0330,1202.913,1202.913,1202.913,1202.913,0
23.12.2013 01:30:00.000 GMT+0330,1202.843,1206.168,1192.648,1198.475,17339199.9602
24.12.2013 01:30:00.000 GMT+0330,1197.993,1205.542,1196.083,1203.923,8714799.948099999
25.12.2013 01:30:00.000 GMT+0330,1203.923,1203.923,1203.923,1203.923,0
26.12.2013 01:30:00.000 GMT+0330,1204.342,1215.828,1203.169,1210.414,8823300.0169
27.12.2013 01:30:00.000 GMT+0330,1210.393,1218.968,1208.930,1212.953,14362080.051099999
28.12.2013 01:30:00.000 GMT+0330,1212.953,1212.953,1212.953,1212.953,0
29.12.2013 01:30:00.000 GMT+0330,1212.953,1212.953,1212.953,1212.953,0
30.12.2013 01:30:00.000 GMT+0330,1213.893,1216.142,1194.604,1196.296,22188699.9309
31.12.2013 01:30:00.000 GMT+0330,1196.293,1214.537,1182.343,1205.393,16983640.119000003
01.01.2014 01:30:00.000 GMT+0330,1205.393,1205.393,1205.393,1205.393,0
02.01.2014 01:30:00.000 GMT+0330,1203.612,1230.773,1202.302,1224.133,27394099.9509
03.01.2014 01:30:00.000 GMT+0330,1224.122,1240.153,1221.712,1236.683,26592750.123699997
04.01.2014 01:30:00.000 GMT+0330,1236.683,1236.683,1236.683,1236.683,0
05.01.2014 01:30:00.000 GMT+0330,1236.683,1236.683,1236.683,1236.683,0
06.01.2014 01:30:00.000 GMT+0330,1236.983,1248.342,1214.626,1237.773,26266920.179199997
07.01.2014 01:30:00.000 GMT+0330,1237.766,1245.242,1224.933,1231.908,26552080.041599996
08.01.2014 01:30:00.000 GMT+0330,1231.928,1232.337,1218.423,1225.733,25769339.937900003
09.01.2014 01:30:00.000 GMT+0330,1225.758,1231.463,1223.475,1227.763,22550560.0231
10.01.2014 01:30:00.000 GMT+0330,1227.763,1248.859,1226.792,1248.143,25998299.6239
11.01.2014 01:30:00.000 GMT+0330,1248.143,1248.143,1248.143,1248.143,0
12.01.2014 01:30:00.000 GMT+0330,1248.143,1248.143,1248.143,1248.143,0
13.01.2014 01:30:00.000 GMT+0330,1247.763,1255.042,1243.642,1252.935,22030680.3587
14.01.2014 01:30:00.000 GMT+0330,1252.880,1255.273,1241.667,1244.993,22814960.0569
15.01.2014 01:30:00.000 GMT+0330,1244.993,1244.993,1234.242,1241.683,27089000.075499997
16.01.2014 01:30:00.000 GMT+0330,1241.683,1245.198,1236.328,1242.194,24011679.5744
17.01.2014 01:30:00.000 GMT+0330,1242.235,1254.887,1237.739,1253.723,29279619.9447
18.01.2014 01:30:00.000 GMT+0330,1253.723,1253.723,1253.723,1253.723,0
19.01.2014 01:30:00.000 GMT+0330,1253.723,1253.723,1253.723,1253.723,0
20.01.2014 01:30:00.000 GMT+0330,1253.083,1261.203,1252.633,1255.103,8863900.005800001
21.01.2014 01:30:00.000 GMT+0330,1254.662,1255.700,1235.613,1241.213,22448959.991199993
22.01.2014 01:30:00.000 GMT+0330,1241.213,1243.557,1235.802,1236.999,16315819.911399998
23.01.2014 01:30:00.000 GMT+0330,1236.977,1265.433,1231.523,1263.813,35995019.99339999
24.01.2014 01:30:00.000 GMT+0330,1263.803,1272.542,1256.814,1269.833,34227920.0809
25.01.2014 01:30:00.000 GMT+0330,1269.833,1269.833,1269.833,1269.833,0
26.01.2014 01:30:00.000 GMT+0330,1269.833,1269.833,1269.833,1269.833,0
27.01.2014 01:30:00.000 GMT+0330,1270.012,1279.013,1251.953,1256.856,33079859.8679
28.01.2014 01:30:00.000 GMT+0330,1256.836,1261.423,1248.703,1256.753,22468240.013900004
29.01.2014 01:30:00.000 GMT+0330,1256.793,1270.142,1248.632,1267.133,28076680.069000002
30.01.2014 01:30:00.000 GMT+0330,1267.293,1267.693,1238.043,1243.493,24720799.9853
31.01.2014 01:30:00.000 GMT+0330,1243.396,1254.913,1238.473,1244.343,25856539.937999997
01.02.2014 01:30:00.000 GMT+0330,1244.343,1244.343,1244.283,1244.283,0
02.02.2014 01:30:00.000 GMT+0330,1244.283,1244.283,1244.283,1244.283,0
03.02.2014 01:30:00.000 GMT+0330,1242.482,1266.242,1240.813,1257.313,26310400.2774
04.02.2014 01:30:00.000 GMT+0330,1257.313,1260.942,1247.233,1254.484,25789999.917500004
05.02.2014 01:30:00.000 GMT+0330,1254.475,1274.269,1252.431,1257.653,37136500.3532
06.02.2014 01:30:00.000 GMT+0330,1257.653,1266.813,1252.754,1257.958,22801440.105400003
07.02.2014 01:30:00.000 GMT+0330,1257.961,1271.663,1255.472,1267.033,34055380.14650001
08.02.2014 01:30:00.000 GMT+0330,1267.033,1267.033,1267.033,1267.033,0
09.02.2014 01:30:00.000 GMT+0330,1267.033,1267.033,1267.033,1267.033,0
10.02.2014 01:30:00.000 GMT+0330,1265.513,1277.820,1265.093,1274.659,27140620.440200005
11.02.2014 01:30:00.000 GMT+0330,1274.636,1293.842,1273.662,1291.194,34821059.7918
12.02.2014 01:30:00.000 GMT+0330,1291.153,1296.242,1283.953,1290.884,30026200.266500007
13.02.2014 01:30:00.000 GMT+0330,1290.924,1302.843,1286.190,1302.603,32905039.887200005
14.02.2014 01:30:00.000 GMT+0330,1302.513,1321.142,1299.777,1318.353,29202579.6877
15.02.2014 01:30:00.000 GMT+0330,1318.353,1318.353,1318.353,1318.353,0
16.02.2014 01:30:00.000 GMT+0330,1318.353,1318.353,1318.353,1318.353,0
17.02.2014 01:30:00.000 GMT+0330,1318.883,1329.742,1318.853,1328.703,14919200.0594
18.02.2014 01:30:00.000 GMT+0330,1329.563,1331.968,1312.586,1321.763,32266299.7843
19.02.2014 01:30:00.000 GMT+0330,1321.743,1322.753,1308.862,1311.371,25946179.885099992
20.02.2014 01:30:00.000 GMT+0330,1311.399,1324.980,1307.343,1322.821,32474840.110999998
21.02.2014 01:30:00.000 GMT+0330,1322.821,1328.453,1315.954,1324.023,21158500.145600002
22.02.2014 01:30:00.000 GMT+0330,1324.023,1324.023,1324.023,1324.023,0
23.02.2014 01:30:00.000 GMT+0330,1324.023,1324.023,1324.023,1324.023,0
24.02.2014 01:30:00.000 GMT+0330,1325.353,1338.913,1318.693,1336.721,27886019.721699998
25.02.2014 01:30:00.000 GMT+0330,1336.721,1343.580,1331.207,1340.386,31860799.6613
26.02.2014 01:30:00.000 GMT+0330,1340.410,1345.392,1322.285,1330.472,26739799.878499996
27.02.2014 01:30:00.000 GMT+0330,1330.470,1336.130,1323.805,1331.186,31209400.001399998
28.02.2014 01:30:00.000 GMT+0330,1331.195,1333.263,1319.729,1326.163,29637479.8617
